name,rating,review,Type,headquater,years_odd,employees
ICFAI Business S...,4.0,(135 Reviews),Private,Hyderabad + 38 more,28 years old,1k-5k Employees (Global)
Source One Manag...,3.2,(135 Reviews),Private,"Grove,Pennsylvania + 8 more",38 years old,51-200 Employees (India)
InnovationM,3.8,(135 Reviews),Private,"Noida,Uttar Pradesh + 4 more",13 years old,201-500 Employees (India)
Software AG,4.2,(135 Reviews),Private,"Darmstadt,Hesse + 10 more",54 years old,1k-5k Employees (India)
L and T Chiyoda,3.5,(135 Reviews),,,,
Franklin Templet...,4.3,(135 Reviews),Private,"Mumbai,Maharashtra + 5 more",28 years old,201-500 Employees (India)
Shriram Properti...,3.8,(135 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",28 years old,501-1k Employees (India)
Faber India,4.3,(135 Reviews),Private,Pune + 27 more,68 years old,201-500 Employees (India)
Locuz Enterprise...,4.2,(135 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 11 more",24 years old,501-1k Employees (India)
Indian Railway C...,4.1,(135 Reviews),Public,"Delhi/NCR,Delhi + 29 more",24 years old,1k-5k Employees (India)
Hyderabad Indust...,4.2,(135 Reviews),Private,Hyderabad + 28 more,77 years old,1k-5k Employees (India)
Axio,4.1,(135 Reviews),Private,"Bangalore,Karnataka + 16 more",10 years old,501-1k Employees (India)
Afflatus Gravure...,3.7,(135 Reviews),Private,"Noida,Uttar Pradesh + 11 more",20 years old,51-200 Employees (India)
Al Hassan Engine...,4.3,(135 Reviews),Private,Ruwi + 13 more,23 years old,1k-5k Employees (Global)
Lamprell,4.3,(135 Reviews),Dubai + 5 more,47 years old,5k-10k Employees (Global),
Xeam Ventures,4.1,(135 Reviews),Private,"Mohali,Punjab + 34 more",19 years old,51-200 Employees (India)
Jagatjit Industr...,3.9,(135 Reviews),Public,"Kapurthala ,Punjab + 19 more",79 years old,1k-5k Employees (India)
Mashreq Bank,3.5,(135 Reviews),Public,"Dubai,Dubai + 6 more",56 years old,11-50 Employees (India)
Ncc Urban Infras...,4.2,(135 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 21 more",16 years old,201-500 Employees (India)
MoreTasks,4.4,(135 Reviews),Private,"Gurgaon/Gurugram,Haryana",7 years old,51-200 Employees (India)
Affiliated Compu...,3.5,(135 Reviews),Private,Dallas + 10 more,35 years old,11-50 Employees (India)
Namdev Finvest,4.7,(135 Reviews),Private,"Jaipur,Rajasthan + 23 more",26 years old,201-500 Employees (India)
KHY ELECTRONIC,3.7,(135 Reviews),Noida + 5 more,11-50 Employees (India),,
Prakash Industri...,4.0,(135 Reviews),Public,New Delhi + 29 more,43 years old,501-1k Employees (India)
Karam Industries,4.2,(135 Reviews),Private,"Noida,Uttar Pradesh + 17 more",25 years old,11-50 Employees (India)
Vesuvius,4.0,(135 Reviews),Public,London + 12 more,32 years old,501-1k Employees (India)
CollegeDekho,3.5,(135 Reviews),"Gurgaon,Haryana + 8 more",8 years old,501-1k Employees (India),
Ring Plus Aqua,3.8,(135 Reviews),Public,Thane + 7 more,26 years old,201-500 Employees (India)
Malladi Drugs & ...,4.1,(135 Reviews),Private,"Chennai,Tamil Nadu + 9 more",43 years old,201-500 Employees (India)
Agappe Diagnosti...,3.9,(135 Reviews),Private,"Ernakulam,Kerala + 21 more",25 years old,501-1k Employees (India)
Incture Technolo...,2.6,(135 Reviews),Private,Banglore + 4 more,17 years old,501-1k Employees (India)
Sunshine Hospita...,4.1,(135 Reviews),Private,"Secunderabad,Andhra Pradesh + 10 more",14 years old,201-500 Employees (India)
Lalitpur Power G...,4.2,(135 Reviews),Private,"Lalitpur,Uttar Pradesh + 6 more",14 years old,1k-5k Employees (India)
Midco,3.7,(135 Reviews),Private,Sioux Falls + 26 more,92 years old,1-10 Employees (India)
Synokem Pharmace...,3.9,(135 Reviews),Private,New Delhi + 11 more,40 years old,201-500 Employees (India)
Decimal Point An...,3.2,(135 Reviews),Private,Mumbai + 5 more,11 years old,501-1k Employees (India)
Verse Innovation,3.7,(135 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",16 years old,501-1k Employees (India)
Alf Engineering,3.8,(135 Reviews),Private,"Nasik/Nashik,Maharashtra + 8 more",17 years old,201-500 Employees (India)
Infoesearch Ites,3.3,(135 Reviews),Hyderabad + 3 more,16 years old,51-200 Employees (India),
Dorset Industrie...,4.0,(135 Reviews),Gurgaon + 24 more,28 years old,201-500 Employees (India),
TimesPro,3.7,(135 Reviews),LLP,"Mumbai,Maharashtra + 20 more",10 years old,501-1k Employees (India)
Don Bosco Tech S...,4.0,(135 Reviews),Private,New Delhi + 43 more,17 years old,201-500 Employees (India)
Gojavas,4.3,(134 Reviews),Private,"Gurgaon,Haryana + 43 more",10 years old,1k-5k Employees (India)
Clove Dental,3.3,(134 Reviews),Private,"Delhi,NCT + 11 more",12 years old,501-1k Employees (India)
Margadarsi Chit ...,4.0,(134 Reviews),Private,Hyderabad + 19 more,61 years old,1k-5k Employees (India)
HEUBACH Colour,4.0,(134 Reviews),Private,Vadodara + 10 more,29 years old,51-200 Employees (India)
Videojet Technol...,3.7,(134 Reviews),Private,"Wood Dale,Illinois + 17 more",28 years old,501-1k Employees (India)
Terrier Security...,4.2,(134 Reviews),Private,Bangalore + 24 more,34 years old,51-200 Employees (India)
Igarashi Motors,4.1,(134 Reviews),Public,"Chennai,Tamil Nadu + 4 more",31 years old,501-1k Employees (India)
Ceat Specialty T...,4.0,(134 Reviews),Private,Mumbai + 15 more,99 years old,51-200 Employees (India)
Roha Dyechem,3.2,(134 Reviews),Private,"Mumbai,Maharashtra + 7 more",51 years old,501-1k Employees (India)
A2z Infra Engine...,3.7,(134 Reviews),Public,Gurgaon + 23 more,21 years old,10k-50k Employees (Global)
Toshiba Software...,3.7,(134 Reviews),Bengaluru/Bangalore + 6 more,21 years old,1k-5k Employees (India),
Simar Infrastruc...,4.0,(134 Reviews),Public,Panipat + 18 more,25 years old,201-500 Employees (India)
Dealmoney Securi...,3.9,(134 Reviews),"Thane,Maharashtra + 16 more",17 years old,501-1k Employees (India),
Sopra Banking So...,4.2,(134 Reviews),Public,"Paris,Ile-de-France + 2 more",11 years old,1k-5k Employees (India)
Bharat Wire Rope...,3.7,(134 Reviews),Public,"Mumbai,Maharashtra + 4 more",37 years old,201-500 Employees (India)
CRMnext,3.7,(134 Reviews),Private,"Noida,Uttar Pradesh + 3 more",22 years old,1k-5k Employees (India)
National Securit...,3.2,(134 Reviews),Private,"Mumbai,Maharashtra + 4 more",27 years old,201-500 Employees (India)
eMudhra,3.4,(134 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",15 years old,501-1k Employees (India)
Virbac Animal He...,4.0,(134 Reviews),Private,Fort Worth + 40 more,55 years old,501-1k Employees (India)
SMS Group,4.2,(134 Reviews),Private,Düsseldorf + 10 more,152 years old,1k-5k Employees (India)
Bank Muscat,4.1,(134 Reviews),Private,Muscat + 51 more,41 years old,51-200 Employees (India)
Development Cons...,3.8,(134 Reviews),Private,Kolkata + 8 more,73 years old,51-200 Employees (India)
Bioseed,4.3,(134 Reviews),Private,Hyderabad + 34 more,31 years old,501-1k Employees (India)
Incrementors Web...,4.4,(134 Reviews),Private,New Delhi + 1 more,19 years old,51-200 Employees (India)
MindCraft Softwa...,3.6,(134 Reviews),Private,"Mumbai,Maharashtra + 4 more",21 years old,501-1k Employees (India)
GAIN Credit,4.4,(134 Reviews),Private,"San Diego,California + 5 more",20 years old,201-500 Employees (India)
Lloyd Electric &...,3.7,(134 Reviews),Public,"Delhi/NCR,Delhi + 32 more",34 years old,11-50 Employees (India)
Sandvik Mining a...,4.2,(134 Reviews),Udaipur + 16 more,1k-5k Employees (India),,
Shiva Pharmachem,4.0,(134 Reviews),Public,"Vadodara/Baroda,Gujarat + 4 more",22 years old,201-500 Employees (India)
Hire Glocal,4.9,(134 Reviews),Private,"Mumbai,Maharashtra + 4 more",11 years old,51-200 Employees (India)
Poonawalla Housi...,3.8,(134 Reviews),"Pune,Maharashtra + 58 more",201-500 Employees (India),,
Yethi Consulting,3.6,(134 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",10 years old,501-1k Employees (India)
BEO Software,4.5,(134 Reviews),"Kochi/Cochin,Kerala",20 years old,201-500 Employees (India),
Aujas Cybersecur...,4.1,(134 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",15 years old,501-1k Employees (India)
IT By Design,3.6,(134 Reviews),Private,Jersey City + 5 more,20 years old,201-500 Employees (India)
Chitkara Univers...,4.2,(133 Reviews),Private,"Chandigarh,Punjab + 4 more",15 years old,501-1k Employees (India)
Energy Efficienc...,4.0,(133 Reviews),Private,New Delhi + 26 more,14 years old,501-1k Employees (India)
Pitti Lamination...,4.1,(133 Reviews),"Hyderabad/Secunderabad,Telangana + 2 more",40 years old,201-500 Employees (India),
Lulu Internation...,3.9,(133 Reviews),Private,Kerala + 14 more,10 years old,51-200 Employees (India)
Mayur Uniquoters,4.0,(133 Reviews),Public,"Jaipur,Rajasthan + 3 more",31 years old,501-1k Employees (India)
Bombay Stock Exc...,3.9,(133 Reviews),Mumbai + 8 more,148 years old,1k-5k Employees (India),
Vihaan Networks,4.1,(133 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",19 years old,501-1k Employees (India)
Paradise Food Co...,3.9,(133 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",70 years old,1k-5k Employees (India)
Advantum Health,3.8,(133 Reviews),Private,"Louisville,Kentucky + 2 more",27 years old,201-500 Employees (India)
Novel Office,4.1,(133 Reviews),"Bengaluru/Bangalore,Karnataka + 9 more",30 years old,51-200 Employees (India),
Jitm Skills,3.4,(133 Reviews),Private,"Delhi/NCR,Delhi + 28 more",10 years old,51-200 Employees (India)
ShipRocket,3.5,(133 Reviews),Private,"Delhi,NCT + 3 more",11 years old,201-500 Employees (India)
PIX Transmission...,4.1,(133 Reviews),Public,"Nagpur,Maharashtra + 5 more",42 years old,51-200 Employees (India)
Rohan Motors,3.9,(133 Reviews),"Noida,Uttar Pradesh + 12 more",35 years old,201-500 Employees (India),
Wellspring Healt...,3.6,(133 Reviews),Private,Mumbai + 15 more,13 years old,51-200 Employees (India)
Acute Informatic...,3.3,(133 Reviews),Private,Ahmedabad + 28 more,18 years old,201-500 Employees (India)
Macmillan Publis...,4.0,(133 Reviews),Private,"Chennai,Tamil Nadu + 25 more",131 years old,201-500 Employees (India)
Unique Engineers,3.6,(133 Reviews),Private,Gurgaon + 24 more,33 years old,201-500 Employees (India)
Epitome Componen...,3.2,(133 Reviews),Private,"Ahmednagar,Maharashtra + 5 more",29 years old,51-200 Employees (India)
inTarvo Technolo...,3.7,(133 Reviews),Private,Noida + 15 more,28 years old,1k-5k Employees (India)
BMA Wealth Creat...,3.6,(133 Reviews),Private,"Kolkata,West Bengal + 29 more",18 years old,5k-10k Employees (Global)
OASYS Cybernetic...,3.6,(133 Reviews),Private,"Chennai,Tamil Nadu + 14 more",23 years old,201-500 Employees (India)
Advantage One Ta...,4.2,(133 Reviews),Private,Sterling + 3 more,20 years old,201-500 Employees (India)
Naprod Life Scie...,3.4,(133 Reviews),Private,Mumbai + 5 more,17 years old,201-500 Employees (India)
ITC Limited - Pa...,3.8,(133 Reviews),Private,Secunderabad + 11 more,501-1k Employees (India),
Sunteck Realty,3.5,(133 Reviews),Public,"Mumbai,Maharashtra + 5 more",42 years old,51-200 Employees (India)
Xpo Logistics,3.6,(133 Reviews),Public,"Greenwich,Connecticut + 17 more",12 years old,51-200 Employees (India)
Gracure Pharmace...,3.5,(133 Reviews),Private,"Delhi/NCR,Delhi + 5 more",31 years old,501-1k Employees (India)
Taco Bell,4.1,(132 Reviews),Irvine + 25 more,61 years old,11-50 Employees (India),
Affluent Global ...,3.6,(132 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",11 years old,501-1k Employees (India)
Informatica Busi...,4.2,(132 Reviews),Private,Redwood City + 3 more,30 years old,1k-5k Employees (India)
Kapil Chit Funds,3.9,(132 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 37 more",42 years old,10k-50k Employees (India)
Skypro Technolog...,3.9,(132 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 24 more",12 years old,51-200 Employees (India)
Dr Oetker,4.2,(132 Reviews),Bielefeld + 26 more,132 years old,201-500 Employees (India),
Elsamex Maintena...,4.1,(132 Reviews),Private,Ahmedabad + 28 more,24 years old,201-500 Employees (India)
C. L. GUPTA EXPO...,4.4,(132 Reviews),Public,New Delhi + 5 more,68 years old,1k-5k Employees (India)
Galpha Laborator...,4.0,(132 Reviews),Mumbai + 18 more,37 years old,1k-5k Employees (India),
Jms Mining Servi...,3.8,(132 Reviews),Private,Kolkata + 17 more,21 years old,201-500 Employees (India)
Technique Contro...,3.7,(132 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",13 years old,51-200 Employees (India)
Covalent Laborat...,3.5,(132 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",21 years old,51-200 Employees (India)
Modern Automotiv...,3.7,(132 Reviews),Private,"Chandigarh,Chandigarh + 13 more",19 years old,51-200 Employees (India)
Ahresty India,3.8,(132 Reviews),Private,"Rewari,Haryana + 4 more",16 years old,51-200 Employees (India)
Bilt Graphic Pap...,3.7,(132 Reviews),Public,Mumbai + 8 more,16 years old,51-200 Employees (India)
Parker Hannifin,4.0,(132 Reviews),Private,"Cleveland,Ohio + 10 more",106 years old,1k-5k Employees (India)
Manohar Filament...,3.9,(132 Reviews),Private,"Delhi/NCR,Delhi + 5 more",37 years old,201-500 Employees (India)
Cooper-Standard ...,3.9,(132 Reviews),Public,"Northville,Michigan + 10 more",63 years old,201-500 Employees (India)
Texspin Bearings,4.1,(132 Reviews),Private,"Ahmedabad,Gujarat + 11 more",62 years old,201-500 Employees (India)
MMTC-PAMP,3.6,(132 Reviews),Private,New Delhi + 17 more,15 years old,1k-5k Employees (India)
Head Field Solut...,2.9,(132 Reviews),Private,New Delhi + 3 more,16 years old,501-1k Employees (India)
J. C. Penney,4.4,(132 Reviews),Private,"Plano,Texas + 5 more",121 years old,501-1k Employees (India)
ANEWA Engineerin...,3.7,(132 Reviews),Private,"Hyderabad/Secunderabad,Telangana",17 years old,201-500 Employees (India)
SunMax Auto Engi...,2.8,(132 Reviews),Private,New Delhi + 8 more,19 years old,51-200 Employees (India)
ValGenesis,2.7,(132 Reviews),Private,"South San Francisco,California + 3 more",18 years old,201-500 Employees (India)
LatentView Analy...,4.1,(132 Reviews),Private,"Princeton,New Jersey + 3 more",17 years old,501-1k Employees (India)
Sand Martin Cons...,3.1,(132 Reviews),New Delhi + 5 more,39 years old,501-1k Employees (India),
Aditya Birla Mon...,4.0,(132 Reviews),Public,Mumbai + 34 more,67 years old,201-500 Employees (India)
Magnasoft Consul...,3.7,(132 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",23 years old,501-1k Employees (India)
Arkray Healthcar...,3.9,(132 Reviews),Private,"Mumbai,Maharashtra + 24 more",63 years old,201-500 Employees (India)
KPR Mill,4.1,(132 Reviews),Public,"Coimbatore,Tamil Nadu + 8 more",39 years old,501-1k Employees (India)
Sam India Built ...,3.5,(132 Reviews),Private,New Delhi + 11 more,25 years old,5k-10k Employees (India)
Indian School Fi...,4.6,(132 Reviews),Private,"Hyderabad,Telangana + 36 more",29 years old,51-200 Employees (India)
Hi Tech Informat...,3.7,(132 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 35 more",33 years old,501-1k Employees (Global)
Army Ordnance Co...,4.7,(132 Reviews),Public,"New Delhi,Delhi + 44 more",248 years old,11-50 Employees (India)
Parijat Industri...,4.0,(132 Reviews),Private,"Delhi/NCR,Delhi + 24 more",28 years old,501-1k Employees (India)
Career Point,3.7,(132 Reviews),Public,"Kota,Rajasthan + 35 more",30 years old,501-1k Employees (India)
Nahar Industrial...,4.0,(131 Reviews),Public,"Ludhiana,Punjab + 9 more",40 years old,501-1k Employees (India)
JGC Corporation,4.5,(131 Reviews),Private,Kanagawa + 11 more,95 years old,5k-10k Employees (Global)
Kobelco Construc...,4.2,(131 Reviews),Private,Noida + 19 more,16 years old,201-500 Employees (India)
Simpson,3.9,(131 Reviews),Chennai + 3 more,183 years old,201-500 Employees (India),
Rudrabhishek Ent...,3.0,(131 Reviews),Public,"Delhi/NCR,Delhi + 20 more",31 years old,201-500 Employees (India)
Techavera Soluti...,4.5,(131 Reviews),Noida + 2 more,13 years old,51-200 Employees (India),
National Highway...,4.1,(131 Reviews),Public,"Delhi/NCR,Delhi + 75 more",35 years old,5k-10k Employees (Global)
Vanderlande Indu...,4.3,(131 Reviews),Private,"Veghel,North Brabant + 5 more",74 years old,1k-5k Employees (India)
Ginni Filaments,3.7,(131 Reviews),Public,"Noida,Uttar Pradesh + 11 more",33 years old,1k-5k Employees (India)
Harley-Davidson,4.3,(131 Reviews),Private,"Milwaukee,Wisconsin + 26 more",120 years old,201-500 Employees (India)
Fujitec,3.8,(131 Reviews),Public,Hikone + 12 more,13 years old,51-200 Employees (India)
Nahar Industrial...,4.0,(131 Reviews),Public,"Ludhiana,Punjab + 9 more",40 years old,501-1k Employees (India)
Ritu Kumar,3.6,(131 Reviews),Private,Gurgaon + 24 more,54 years old,501-1k Employees (India)
Glocal Healthcar...,3.9,(131 Reviews),JV,"Kolkata,West Bengal + 14 more",13 years old,51-200 Employees (India)
Kobelco Construc...,4.2,(131 Reviews),Private,Noida + 19 more,16 years old,201-500 Employees (India)
KLJ GROUP,3.4,(131 Reviews),Public,New Delhi + 12 more,56 years old,1k-5k Employees (India)
JGC Corporation,4.5,(131 Reviews),Private,Kanagawa + 11 more,95 years old,5k-10k Employees (Global)
AVRA Laboratorie...,4.1,(131 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",28 years old,501-1k Employees (India)
Simpson,3.9,(131 Reviews),Chennai + 3 more,183 years old,201-500 Employees (India),
Azad Engineering,3.3,(131 Reviews),Private,"Hyderabad,Telangana + 6 more",40 years old,201-500 Employees (India)
Shantha Biotechn...,4.6,(131 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",30 years old,11-50 Employees (India)
Wilo Mather and ...,4.2,(131 Reviews),Public,Dortmund + 15 more,153 years old,501-1k Employees (India)
Flatworld Mortga...,3.6,(131 Reviews),Private,Bengaluru + 2 more,17 years old,51-200 Employees (India)
Moolchand Medcit...,3.1,(131 Reviews),Private,"Delhi/NCR,New Delhi + 2 more",17 years old,51-200 Employees (India)
Zudio,4.0,(131 Reviews),Bengaluru/Bangalore + 42 more,1k-5k Employees (India),,
ANR Software Pri...,3.5,(131 Reviews),Private,"Noida,Uttar Pradesh + 2 more",19 years old,201-500 Employees (India)
Manika Moulds,4.0,(131 Reviews),Private,"Mumbai,Maharashtra + 10 more",27 years old,51-200 Employees (India)
Venkateshwar Hos...,3.8,(131 Reviews),Private,"Delhi/NCR,Delhi + 2 more",18 years old,201-500 Employees (India)
AM Infoweb,3.6,(131 Reviews),Private,Pune + 1 more,15 years old,1k-5k Employees (India)
Career Launcher,3.7,(130 Reviews),Private,New Delhi + 31 more,27 years old,1k-5k Employees (India)
TA Digital,4.1,(130 Reviews),Private,"Newark,California + 1 more",23 years old,501-1k Employees (India)
Tatva Chintan Ph...,4.0,(130 Reviews),Private,Vadodara + 4 more,27 years old,51-200 Employees (India)
Petronas Lubrica...,3.2,(130 Reviews),Kuala Lumpur + 23 more,15 years old,51-200 Employees (India),
Izmo,4.0,(130 Reviews),Public,Bengaluru + 5 more,28 years old,51-200 Employees (India)
Modern V.R. Secu...,4.3,(130 Reviews),Private,Mumbai + 36 more,39 years old,51-200 Employees (India)
HostBooks,3.8,(130 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",14 years old,201-500 Employees (India)
Kalyani Maxion W...,4.0,(130 Reviews),Königswinter + 1 more,103 years old,10k-50k Employees (India),
Msn Pharmachem,4.1,(130 Reviews),Private,Hyderabad + 2 more,19 years old,1k-5k Employees (India)
Jbm Auto Compone...,3.9,(130 Reviews),Private,Gurgaon + 21 more,40 years old,10k-50k Employees (Global)
Super Auto India,3.4,(130 Reviews),Private,"Faridabad,Haryana + 3 more",55 years old,11-50 Employees (India)
Epson,4.4,(130 Reviews),Suwa + 39 more,81 years old,201-500 Employees (India),
Acidaes Solution...,3.6,(130 Reviews),Private,"Noida,Uttar Pradesh + 4 more",22 years old,501-1k Employees (India)
The Smart Cube,3.9,(130 Reviews),Private,"London,Greater London + 6 more",20 years old,501-1k Employees (India)
UFO Moviez,3.9,(130 Reviews),Public,"Mumbai,Maharashtra + 27 more",18 years old,201-500 Employees (India)
Pathfinder Busin...,3.4,(130 Reviews),Coimbatore + 11 more,15 years old,201-500 Employees (India),
Ratnadeep Super ...,4.1,(130 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",36 years old,5k-10k Employees (India)
Sparsh Hospital,3.9,(130 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",17 years old,501-1k Employees (India)
Sv Creditline,3.5,(130 Reviews),Public,Gurgaon + 37 more,13 years old,1k-5k Employees (India)
Gates,3.8,(130 Reviews),Private,"Denver,Colorado + 8 more",28 years old,1k-5k Employees (India)
Tokai Imperial R...,4.0,(130 Reviews),Private,"Faridabad,Haryana + 8 more",18 years old,10k-50k Employees (India)
Nielsen Sports,3.9,(130 Reviews),Private,"Bangalore,Karnataka + 1 more",19 years old,10k-50k Employees (Global)
EPIQ Systems,4.1,(130 Reviews),Private,New York + 2 more,35 years old,501-1k Employees (India)
Sakon,3.5,(130 Reviews),Private,"Concord,Massachusetts",20 years old,501-1k Employees (India)
Jumbotail Techno...,3.8,(130 Reviews),"Bangalore/Bengaluru,Karnataka + 16 more",8 years old,201-500 Employees (India),
Reliance BP Mobi...,3.6,(130 Reviews),Navi Mumbai + 32 more,501-1k Employees (India),,
Hiranandani Fina...,4.3,(130 Reviews),"Mumbai,Maharashtra + 37 more",6 years old,51-200 Employees (India),
Sri Ramachandra ...,4.1,(130 Reviews),Private,"Chennai,Tamil Nadu + 4 more",38 years old,501-1k Employees (India)
TATA MEDICAL CEN...,4.2,(129 Reviews),Private,"Kolkata,West Bengal + 1 more",19 years old,51-200 Employees (India)
Lifelong India,4.2,(129 Reviews),Private,"Delhi/NCR,Delhi + 3 more",38 years old,501-1k Employees (India)
Maksat Technolog...,3.7,(129 Reviews),Private,New Delhi + 26 more,23 years old,51-200 Employees (India)
Odisha Power Gen...,3.8,(129 Reviews),Public,Bhubaneswar + 6 more,39 years old,1k-5k Employees (India)
VIRTUSA TECHNOLO...,3.8,(129 Reviews),Hyderabad/Secunderabad + 7 more,10k-50k Employees (India),,
Smith & Nephew H...,3.9,(129 Reviews),Public,United Kingdom + 12 more,167 years old,1k-5k Employees (India)
Goldstone Cement...,3.6,(129 Reviews),Kolkata + 11 more,16 years old,51-200 Employees (India),
Lifelong India,4.2,(129 Reviews),Private,"Delhi/NCR,Delhi + 3 more",38 years old,501-1k Employees (India)
Logicash,3.3,(129 Reviews),Private,"Navi Mumbai,Maharashtra + 27 more",13 years old,1k-5k Employees (Global)
Maksat Technolog...,3.7,(129 Reviews),Private,New Delhi + 26 more,23 years old,51-200 Employees (India)
Liugong India,3.6,(129 Reviews),Private,"Delhi/NCR,Delhi + 13 more",65 years old,201-500 Employees (India)
Ghatge Patil Ind...,3.9,(129 Reviews),Private,"Kolhapur,Maharashtra + 6 more",63 years old,501-1k Employees (India)
Amnex Infotechno...,3.7,(129 Reviews),Ahmedabad + 15 more,15 years old,501-1k Employees (India),
Odisha Power Gen...,3.8,(129 Reviews),Public,Bhubaneswar + 6 more,39 years old,1k-5k Employees (India)
Franco-Indian Ph...,3.6,(129 Reviews),Private,Mumbai + 17 more,74 years old,201-500 Employees (India)
Ways2excel,4.2,(129 Reviews),,,,
VIRTUSA TECHNOLO...,3.8,(129 Reviews),Hyderabad/Secunderabad + 7 more,10k-50k Employees (India),,
Shalimar Corp,3.8,(129 Reviews),Lucknow + 8 more,501-1k Employees (India),,
Maharaja Agrasen...,3.7,(129 Reviews),"Delhi/NCR,Delhi + 9 more",32 years old,201-500 Employees (India),
Maral Overseas,3.9,(129 Reviews),Public,"Delhi/NCR,Delhi + 8 more",32 years old,1k-5k Employees (India)
Cholayil Private...,4.3,(129 Reviews),Private,"Chennai,Tamil Nadu + 17 more",54 years old,201-500 Employees (India)
Chai Point,3.7,(129 Reviews),Private,"Bangalore,Karnataka + 12 more",13 years old,501-1k Employees (India)
Amara Raja Infra,3.9,(129 Reviews),Private,Hyderabad + 12 more,39 years old,201-500 Employees (India)
Population Servi...,4.1,(129 Reviews),Private,Washington D.C + 32 more,53 years old,51-200 Employees (India)
doodleblue innov...,4.3,(129 Reviews),Private,"Chennai,Tamil Nadu",12 years old,501-1k Employees (India)
Hindustan Media ...,3.9,(129 Reviews),Public,"Delhi/NCR,Delhi + 27 more",105 years old,1k-5k Employees (India)
Allen Solly,4.4,(129 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 36 more",279 years old,10k-50k Employees (India)
JMR Infotech,4.1,(129 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",16 years old,201-500 Employees (India)
Zodiac Clothing ...,3.8,(129 Reviews),Public,"Mumbai,Maharashtra + 20 more",39 years old,1k-5k Employees (India)
TATA MEDICAL CEN...,4.2,(129 Reviews),Private,"Kolkata,West Bengal + 1 more",19 years old,51-200 Employees (India)
Goldstone Cement...,3.6,(129 Reviews),Kolkata + 11 more,16 years old,51-200 Employees (India),
Motherhood Hospi...,3.5,(129 Reviews),"Bangalore,Karnataka + 15 more",15 years old,1k-5k Employees (India),
Furlenco,3.4,(128 Reviews),Private,"Bangalore,Karnataka + 12 more",11 years old,201-500 Employees (India)
Chandigarh Group...,3.6,(128 Reviews),Private,Mohali + 9 more,22 years old,501-1k Employees (India)
Emerson Innovati...,4.2,(128 Reviews),Pune + 2 more,20 years old,201-500 Employees (India),
Rithwik Projects,3.6,(128 Reviews),Hyderabad + 27 more,24 years old,1k-5k Employees (India),
KiwiTech,3.3,(128 Reviews),Private,"Delhi,NCT + 1 more",14 years old,501-1k Employees (India)
Burckhardt Compr...,4.4,(128 Reviews),Public,Zurich + 1 more,179 years old,201-500 Employees (India)
Matix Fertiliser...,4.0,(128 Reviews),Private,"Mumbai,Maharashtra + 12 more",14 years old,501-1k Employees (India)
Shri Bajrang Pow...,3.8,(128 Reviews),Public,Mumbai + 6 more,21 years old,1k-5k Employees (India)
Madras Radiators...,4.0,(128 Reviews),Public,"Coimbatore,Tamil Nadu + 4 more",60 years old,501-1k Employees (India)
B.L Agro Oils,3.7,(128 Reviews),Bareilly + 23 more,30 years old,1k-5k Employees (India),
APC By Schneider...,4.2,(128 Reviews),Private,"West Kingston,RI + 13 more",42 years old,10k-50k Employees (India)
Gamma Process Hu...,3.5,(128 Reviews),Private,"Chennai,Tamil Nadu + 3 more",7 years old,51-200 Employees (India)
Sical Logistics,3.6,(128 Reviews),Public,"Chennai,Tamil Nadu + 17 more",68 years old,201-500 Employees (India)
Thirumalai Chemi...,3.8,(128 Reviews),Public,"Ranipet,Tamil Nadu + 6 more",50 years old,501-1k Employees (India)
Fipola Retail,3.8,(128 Reviews),Private,"Chennai,Tamil Nadu + 5 more",7 years old,1k-5k Employees (India)
THE GUARDIANS Re...,3.8,(128 Reviews),"Mumbai,Maharashtra + 6 more",7 years old,1k-5k Employees (India),
Dotsquares,3.9,(128 Reviews),Private,London + 1 more,21 years old,1k-5k Employees (India)
TIL,3.6,(128 Reviews),Public,Kolkata + 15 more,79 years old,501-1k Employees (India)
