name,rating,review,Type,headquater,years_odd,employees
Market Research ...,3.8,(72 Reviews),Pune,8 years old,201-500 Employees (India),
INFOCRUNCH ANALY...,3.8,(72 Reviews),New Delhi + 4 more,51-200 Employees (India),,
Fluor Corporatio...,4.8,(72 Reviews),,,,
UNext,3.0,(72 Reviews),"Bangalore,Karnataka + 4 more",501-1k Employees (India),,
ACCE GLOBAL SOFT...,3.6,(72 Reviews),Kolkata + 5 more,201-500 Employees (India),,
Signex Technolog...,4.9,(72 Reviews),,,,
FranchiseTrade,3.7,(72 Reviews),"Delhi,NCT",6 years old,1-10 Employees (India),
TP Central Odish...,3.9,(72 Reviews),Bhubaneswar + 8 more,5k-10k Employees (India),,
Techjays,4.5,(72 Reviews),"Santa Cruz,California + 2 more",5 years old,51-200 Employees (India),
Udaan Express,3.9,(72 Reviews),,,,
Gramophone,3.4,(72 Reviews),Private,"Indore,Madhya Pradesh + 9 more",7 years old,201-500 Employees (India)
AML RightSource,3.3,(72 Reviews),,,,
efficiently,3.2,(72 Reviews),,,,
yellow.ai,3.2,(72 Reviews),Private,"San Mateo,California + 2 more",7 years old,501-1k Employees (India)
KrishTeck Techno...,4.8,(72 Reviews),Sole Proprietorship,"Salem,Tamil Nadu + 27 more",13 years old,51-200 Employees (India)
Anthology,3.9,(72 Reviews),Bengaluru/Bangalore + 3 more,1k-5k Employees (India),,
Zentiva,4.2,(72 Reviews),,,,
Ubique Systems,3.1,(72 Reviews),Private,London + 6 more,23 years old,11-50 Employees (India)
Rishi FIBC Solut...,4.0,(72 Reviews),Private,Vadodara + 3 more,16 years old,1k-5k Employees (India)
Apollo Home Heal...,3.9,(72 Reviews),Private,"Delhi/NCR,New Delhi + 7 more",9 years old,51-200 Employees (India)
Innovalance Lear...,3.3,(72 Reviews),New Delhi + 2 more,1-10 Employees (India),,
SecureNow Insura...,3.4,(72 Reviews),Private,"Delhi,NCT + 4 more",12 years old,51-200 Employees (India)
Vistra Corporate...,3.6,(72 Reviews),Private,Texas + 4 more,17 years old,1-10 Employees (India)
The Flights Guru...,4.6,(71 Reviews),Partnership,"New Delhi,Delhi",13 years old,51-200 Employees (India)
JK Trust Gram Vi...,4.3,(71 Reviews),Private,Thane + 27 more,78 years old,51-200 Employees (India)
The Flights Guru...,4.6,(71 Reviews),Partnership,"New Delhi,Delhi",13 years old,51-200 Employees (India)
GD Goenka Intern...,3.4,(71 Reviews),,,,
Primetals Techno...,4.4,(71 Reviews),Private,London + 5 more,8 years old,201-500 Employees (India)
CREW(P)LTD,4.4,(71 Reviews),Private,Chennai + 10 more,39 years old,10k-50k Employees (India)
Dewar's Garage,3.2,(71 Reviews),Kolkata,28 years old,201-500 Employees (India),
Damati Plastics,4.4,(71 Reviews),"Mumbai Suburban,Maharashtra + 4 more",20 years old,11-50 Employees (India),
Funskool India,3.8,(71 Reviews),Private,Chennai + 10 more,35 years old,201-500 Employees (India)
Cxc Infotech,3.2,(71 Reviews),Private,Dallas + 1 more,13 years old,201-500 Employees (India)
Revmax Telecom I...,3.6,(71 Reviews),Private,Navi Mumbai + 10 more,19 years old,51-200 Employees (India)
Scott Edil Pharm...,3.3,(71 Reviews),Public,Chandigarh + 1 more,27 years old,51-200 Employees (India)
Vtc Tradewings,4.0,(71 Reviews),Private,Chandigarh + 14 more,54 years old,51-200 Employees (India)
31 Parallel,3.2,(71 Reviews),Private,Shimla,9 years old,201-500 Employees (Global)
HR Food Processi...,3.8,(71 Reviews),Ranchi + 11 more,13 years old,51-200 Employees (India),
UBS Cognizant,4.0,(71 Reviews),,,,
BEC Chemicals,3.8,(71 Reviews),Private,Mumbai + 5 more,44 years old,51-200 Employees (India)
Tata Steel Minin...,4.0,(71 Reviews),Private,Bhubaneswar + 15 more,19 years old,201-500 Employees (India)
Ecs Me Llc,4.2,(71 Reviews),LLC,"Dubai,Dubai + 2 more",15 years old,51-200 Employees (India)
Utracon Structur...,4.2,(71 Reviews),Private,Singapore + 13 more,25 years old,51-200 Employees (India)
Guardian Healthc...,3.5,(71 Reviews),"Mumbai,Maharashtra + 12 more",7 years old,501-1k Employees (India),
Ashwini Hospital,4.0,(71 Reviews),Private,Cuttack + 12 more,36 years old,
Model Infra Corp...,3.3,(71 Reviews),Private,Bengaluru + 6 more,23 years old,1k-5k Employees (India)
Manya - The Prin...,3.5,(71 Reviews),Private,New Delhi + 10 more,21 years old,501-1k Employees (India)
Red Tag,3.9,(71 Reviews),Al Khobar + 12 more,17 years old,11-50 Employees (India),
Goddres Pharmace...,3.2,(71 Reviews),Private,Mumbai + 11 more,12 years old,51-200 Employees (India)
Aarav Global Pro...,3.4,(71 Reviews),Private,Malad + 3 more,1k-5k Employees (India),
Modern Informati...,3.0,(71 Reviews),Private,"Navi Mumbai,Maharashtra + 9 more",12 years old,201-500 Employees (India)
U K Paints,3.1,(71 Reviews),New Delhi + 7 more,104 years old,501-1k Employees (Global),
JK Trust Gram Vi...,4.3,(71 Reviews),Private,Thane + 27 more,78 years old,51-200 Employees (India)
HR Spot,4.6,(71 Reviews),Private,Kolkata + 3 more,11 years old,11-50 Employees (India)
iTech India,3.8,(71 Reviews),Chennai + 8 more,20 years old,201-500 Employees (India),
DNEG CREATIVE SE...,3.7,(71 Reviews),Mumbai + 6 more,1k-5k Employees (Global),,
Driplex Water En...,4.2,(71 Reviews),New Delhi + 13 more,49 years old,201-500 Employees (India),
Cades Studec Tec...,3.7,(71 Reviews),Private,Bengaluru,17 years old,51-200 Employees (India)
Sourcedesk Globa...,4.4,(71 Reviews),Private,"Toronto,Ontario",13 years old,51-200 Employees (India)
Telecommunicatio...,3.7,(71 Reviews),Private,"Delhi/NCR,Delhi + 23 more",45 years old,1k-5k Employees (India)
Tatva Global Sch...,4.9,(71 Reviews),,,,
Shilpa Biologica...,2.8,(71 Reviews),,,,
Pactera Edge,3.9,(71 Reviews),,,,
BPO Systems,4.1,(71 Reviews),Private,"Walnut Creek,California + 26 more",23 years old,51-200 Employees (Global)
Areteans,3.7,(71 Reviews),Kondapur + 5 more,8 years old,501-1k Employees (India),
Rivoli Group,3.6,(71 Reviews),Dubai + 4 more,35 years old,1k-5k Employees (India),
Aggreko,4.4,(71 Reviews),Private,Glasgow + 13 more,61 years old,51-200 Employees (India)
The World Bank,4.4,(71 Reviews),Private,"Washington,Washington D.C. + 9 more",79 years old,1k-5k Employees (India)
Manikgarh Cement,4.0,(71 Reviews),Private,Chandrapur + 10 more,36 years old,201-500 Employees (India)
Xpitax Solutions,4.1,(71 Reviews),Private,Chennai + 1 more,17 years old,11-50 Employees (India)
Suhail Bahwan Gr...,3.7,(71 Reviews),LLC,Muscat + 9 more,58 years old,1k-5k Employees (India)
Doosan Babcock,4.4,(71 Reviews),Private,Crawley + 8 more,142 years old,1k-5k Employees (Global)
vConstruct,4.0,(71 Reviews),Private,"Pune,Maharashtra",10 years old,201-500 Employees (India)
Government of Gu...,3.9,(71 Reviews),Public,Gandhinagar + 20 more,63 years old,11-50 Employees (India)
Man Infraconstru...,4.1,(71 Reviews),Public,Mumbai + 3 more,59 years old,201-500 Employees (India)
JPAL,4.5,(71 Reviews),Private,Cambridge + 21 more,20 years old,51-200 Employees (India)
TeamLease Staffi...,3.7,(71 Reviews),Private,"Bangalore,Karnataka + 16 more",21 years old,1k-5k Employees (India)
Randox Laborator...,4.3,(71 Reviews),Private,"Crumlin,County Antrim + 10 more",41 years old,51-200 Employees (India)
Vardhman Special...,4.4,(71 Reviews),Public,Ludhiana + 2 more,50 years old,501-1k Employees (India)
Openview Technol...,3.1,(71 Reviews),Private,"Pune,Maharashtra + 8 more",27 years old,51-200 Employees (India)
MPMKVVCL,3.7,(71 Reviews),Public,Bhopal + 15 more,21 years old,10k+ Employees (Global)
JSM Corporation,3.7,(71 Reviews),Private,"Mumbai,Maharashtra + 10 more",19 years old,201-500 Employees (India)
School of Schola...,4.0,(71 Reviews),Private,"Nagpur,Maharashtra + 20 more",23 years old,1-10 Employees (India)
PPS Internationa...,4.3,(71 Reviews),Public,Greater Noida + 6 more,20 years old,1-10 Employees (India)
Shyama Power Ind...,4.2,(71 Reviews),Public,Gurugram + 8 more,44 years old,1k-5k Employees (India)
Sanofi Pasteur,4.3,(71 Reviews),Private,Paris + 16 more,19 years old,5k-10k Employees (Global)
Vowelweb,4.9,(71 Reviews),LLP,"Nagpur,Maharashtra + 1 more",10 years old,51-200 Employees (India)
FINNEW SOLUTIONS,4.4,(71 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 24 more",8 years old,201-500 Employees (India)
Punjab State Pow...,3.4,(71 Reviews),Patiala + 12 more,10k-50k Employees (India),,
Mgm Hospital,3.7,(71 Reviews),Private,Navi Mumbai + 9 more,30 years old,501-1k Employees (India)
Howe Engineering...,4.1,(71 Reviews),Private,Ahmedabad + 11 more,57 years old,201-500 Employees (Global)
Shree Maruti Cou...,3.6,(71 Reviews),Private,"Mumbai,Maharashtra + 27 more",36 years old,201-500 Employees (India)
United Biotech,3.6,(71 Reviews),Private,"Delhi/NCR,New Delhi + 13 more",26 years old,1k-5k Employees (India)
Poddar Tyres,3.7,(71 Reviews),Public,Mumbai + 12 more,42 years old,501-1k Employees (India)
Kalburgi Cement,3.7,(71 Reviews),Private,Hyderabad + 7 more,15 years old,51-200 Employees (India)
Vivo Life Scienc...,4.3,(71 Reviews),Private,Secunderabad + 12 more,13 years old,51-200 Employees (India)
NTT Global Data ...,4.2,(71 Reviews),Mumbai + 8 more,1k-5k Employees (India),,
Achievers Spot,4.7,(71 Reviews),Private,"Chennai,Tamil Nadu + 5 more",13 years old,201-500 Employees (India)
JPM INDUSTRIES,3.7,(71 Reviews),Private,Gurgaon + 6 more,64 years old,1k-5k Employees (India)
Emtec,4.3,(71 Reviews),Private,"Jacksonville,Florida + 2 more",28 years old,51-200 Employees (India)
SPJ group,2.6,(71 Reviews),"New Delhi,Delhi + 6 more",61 years old,11-50 Employees (India),
Arteria Technolo...,2.6,(71 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",16 years old,201-500 Employees (India)
Shrachi Group,3.4,(71 Reviews),Private,Kolkata + 8 more,57 years old,51-200 Employees (India)
Shiksha Financia...,4.0,(71 Reviews),Private,"Chennai,Tamil Nadu + 16 more",9 years old,51-200 Employees (India)
Brahmaputra Crac...,4.6,(71 Reviews),Private,Guwahati + 7 more,16 years old,501-1k Employees (India)
Cozmo Travel,4.0,(71 Reviews),Sharjah + 11 more,13 years old,51-200 Employees (India),
SHRI LAKSHMI STE...,3.7,(71 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",37 years old,501-1k Employees (India)
Acro Paints,3.5,(71 Reviews),Public,New Delhi + 10 more,34 years old,201-500 Employees (India)
Meritto,3.2,(71 Reviews),Private,"Gurgaon,Haryana + 5 more",6 years old,201-500 Employees (India)
Kotak Mahindra A...,4.1,(70 Reviews),Mumbai + 33 more,25 years old,1k-5k Employees (India),
Pritam Internati...,3.5,(70 Reviews),Private,New Delhi + 9 more,23 years old,11-50 Employees (India)
Primeone Workfor...,4.0,(70 Reviews),Private,Bhopal + 17 more,18 years old,51-200 Employees (India)
Azuga Telematics,3.4,(70 Reviews),Private,"San Jose,California",11 years old,51-200 Employees (India)
FANUC,3.9,(70 Reviews),Private,Oshino + 9 more,67 years old,201-500 Employees (India)
Vijay Raja Homes,4.1,(70 Reviews),Private,"Chennai,Tamil Nadu",74 years old,501-1k Employees (India)
Lindstrom Servic...,3.6,(70 Reviews),Helsinki + 13 more,175 years old,501-1k Employees (India),
iPlaceUSA,3.8,(70 Reviews),Private,"McLean,Virginia",17 years old,501-1k Employees (India)
Shah Alloys,3.5,(70 Reviews),Public,Ahmedabad + 3 more,33 years old,1k-5k Employees (India)
Azuga Telematics,3.4,(70 Reviews),Private,"San Jose,California",11 years old,51-200 Employees (India)
Hi-Tech Arai,3.9,(70 Reviews),Madurai + 6 more,38 years old,501-1k Employees (India),
ABS India,3.9,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",21 years old,201-500 Employees (India)
East Wind Footwe...,4.4,(70 Reviews),Cheyyar + 2 more,1k-5k Employees (India),,
Ascent Meditech,3.7,(70 Reviews),Private,Silvassa + 12 more,11 years old,51-200 Employees (India)
Kifs Housing Fin...,3.6,(70 Reviews),Private,Ahmedabad + 30 more,8 years old,51-200 Employees (India)
Prayagh Nutri Pr...,4.2,(70 Reviews),Private,Hyderabad + 11 more,23 years old,51-200 Employees (India)
Tvs Brakes India...,4.1,(70 Reviews),Ranipet + 11 more,10k-50k Employees (India),,
Crystal Ceramic ...,3.5,(70 Reviews),Private,Ahemdabad + 22 more,26 years old,51-200 Employees (India)
Ghantoot Gulf Co...,4.0,(70 Reviews),,,,
Reliable Spaces,3.1,(70 Reviews),Private,Navi Mumbai + 1 more,19 years old,51-200 Employees (India)
Vignesh Polymers,3.6,(70 Reviews),Kancheepuram + 7 more,18 years old,201-500 Employees (India),
Surevin Bpo Serv...,3.7,(70 Reviews),Public,Bhopal + 10 more,16 years old,501-1k Employees (Global)
PETROJET,3.2,(70 Reviews),Private,Cairo + 10 more,48 years old,10k-50k Employees (Global)
Smartchem Techno...,3.9,(70 Reviews),Public,Pune + 17 more,36 years old,51-200 Employees (India)
Advics,4.1,(70 Reviews),Private,Kariya + 2 more,22 years old,1k-5k Employees (Global)
Roseate Hotels &...,3.4,(70 Reviews),Private,New Delhi + 1 more,14 years old,201-500 Employees (India)
Adma Solutions,4.1,(70 Reviews),Private,New Delhi + 37 more,11-50 Employees (India),
Karuna Greentech,2.4,(70 Reviews),Private,Kolkata + 14 more,8 years old,201-500 Employees (India)
Kalinga Universi...,3.4,(70 Reviews),Raipur + 7 more,10 years old,201-500 Employees (India),
Homesfy - Craft ...,4.0,(70 Reviews),Private,"Thane,Maharashtra + 4 more",11 years old,201-500 Employees (India)
Frog CellSat,4.5,(70 Reviews),Private,Noida + 7 more,30 years old,201-500 Employees (India)
Engineering Proj...,3.7,(70 Reviews),Private,New Delhi + 14 more,53 years old,1k-5k Employees (India)
Prolific Systems...,4.0,(70 Reviews),Private,"Thane,Maharashtra + 14 more",26 years old,51-200 Employees (India)
Featherlite,3.3,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",58 years old,1k-5k Employees (India)
Bigtree Entertai...,4.4,(70 Reviews),Private,Mumbai + 6 more,24 years old,201-500 Employees (India)
Aditya Auto Prod...,3.8,(70 Reviews),Private,Bengaluru + 7 more,27 years old,51-200 Employees (India)
Cico Technologie...,4.1,(70 Reviews),Private,New Delhi + 17 more,93 years old,201-500 Employees (India)
Dexters Logistic...,3.4,(70 Reviews),Private,"Pune,Maharashtra + 18 more",13 years old,51-200 Employees (India)
Kalinga Universi...,3.4,(70 Reviews),Raipur + 7 more,10 years old,201-500 Employees (India),
PETROJET,3.2,(70 Reviews),Private,Cairo + 10 more,48 years old,10k-50k Employees (Global)
Surevin Bpo Serv...,3.7,(70 Reviews),Public,Bhopal + 10 more,16 years old,501-1k Employees (Global)
Smartchem Techno...,3.9,(70 Reviews),Public,Pune + 17 more,36 years old,51-200 Employees (India)
Radiant Hitech E...,4.3,(70 Reviews),Private,Vadodara + 3 more,44 years old,
DM Wayanad Insti...,3.8,(70 Reviews),Private,Meppadi + 1 more,13 years old,1k-5k Employees (India)
Entra Solutions,3.5,(70 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",8 years old,201-500 Employees (India)
Simeio Solutions,3.8,(70 Reviews),Private,"Mumbai,Maharashtra + 1 more",14 years old,201-500 Employees (India)
Dynamic Engineer...,3.3,(70 Reviews),Public,Houston + 19 more,41 years old,51-200 Employees (India)
Layam Management...,3.5,(70 Reviews),Private,Chennai + 17 more,16 years old,11-50 Employees (Global)
SCOPE T&M,3.5,(70 Reviews),Pune + 7 more,35 years old,51-200 Employees (India),
Hi-Tech Arai,3.9,(70 Reviews),Madurai + 6 more,38 years old,501-1k Employees (India),
Jawaharlal Nehru...,4.0,(70 Reviews),Private,"Ajmer,Rajasthan + 9 more",58 years old,201-500 Employees (Global)
iPlaceUSA,3.8,(70 Reviews),Private,"McLean,Virginia",17 years old,501-1k Employees (India)
Input Zero Techn...,4.4,(70 Reviews),"Gurgaon/Gurugram,Haryana + 3 more",13 years old,51-200 Employees (India),
Essel Finance,4.1,(70 Reviews),LLP,Mumbai + 16 more,11 years old,501-1k Employees (India)
Ramkrishna Care ...,4.3,(70 Reviews),Raipur + 6 more,31 years old,501-1k Employees (India),
Vignesh Polymers,3.6,(70 Reviews),Kancheepuram + 7 more,18 years old,201-500 Employees (India),
Reliable Spaces,3.1,(70 Reviews),Private,Navi Mumbai + 1 more,19 years old,51-200 Employees (India)
East Wind Footwe...,4.4,(70 Reviews),Cheyyar + 2 more,1k-5k Employees (India),,
Crystal Ceramic ...,3.5,(70 Reviews),Private,Ahemdabad + 22 more,26 years old,51-200 Employees (India)
Ghantoot Gulf Co...,4.0,(70 Reviews),,,,
Gsp Power Projec...,3.8,(70 Reviews),Private,New Delhi + 21 more,28 years old,51-200 Employees (India)
Redco Internatio...,3.7,(70 Reviews),Doha + 2 more,41 years old,5k-10k Employees (Global),
SAL STEEL,3.8,(70 Reviews),Public,"Gurgaon/Gurugram,Haryana + 4 more",20 years old,201-500 Employees (India)
Telligent (A Ver...,3.0,(70 Reviews),Private,"Frisco,Texas + 1 more",19 years old,1-10 Employees (India)
Niyo Solutions,3.3,(70 Reviews),Private,"Bangalore,Karnataka + 11 more",8 years old,201-500 Employees (India)
S K Patodia & As...,3.6,(70 Reviews),Mumbai + 16 more,31 years old,10k-50k Employees (India),
Integral Univers...,3.7,(70 Reviews),Private,Lucknow + 3 more,19 years old,501-1k Employees (India)
Seshasayee Paper...,4.2,(70 Reviews),Private,"Chennai,Tamil Nadu + 3 more",63 years old,1k-5k Employees (India)
Intec Infra-Tech...,3.7,(70 Reviews),Private,"Gurgaon/Gurugram,Haryana",27 years old,51-200 Employees (India)
Zenith Precision,4.0,(70 Reviews),Bengaluru + 1 more,37 years old,51-200 Employees (India),
SKYMAP PHARMACEU...,3.8,(70 Reviews),Faridabad + 2 more,16 years old,51-200 Employees (India),
Jawaharlal Nehru...,4.0,(70 Reviews),Private,"Ajmer,Rajasthan + 9 more",58 years old,201-500 Employees (Global)
ERA's Lucknow Me...,4.2,(70 Reviews),Private,Lucknow,22 years old,201-500 Employees (India)
Seaways Shipping...,3.9,(70 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",34 years old,501-1k Employees (India)
Money View,3.9,(70 Reviews),"Bangalore,Karnataka + 5 more",9 years old,51-200 Employees (India),
Rinac India,3.7,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",29 years old,1k-5k Employees (India)
Iron Systems,2.9,(70 Reviews),Private,"Fremont,California + 4 more",21 years old,201-500 Employees (India)
DDF Consultants,3.9,(70 Reviews),Private,"New Delhi,Delhi + 9 more",15 years old,201-500 Employees (India)
Oriental Consult...,4.2,(70 Reviews),Private,"Lucknow,Uttar Pradesh + 17 more",26 years old,51-200 Employees (India)
Pritam Internati...,3.5,(70 Reviews),Private,New Delhi + 9 more,23 years old,11-50 Employees (India)
Signet Industrie...,3.5,(70 Reviews),Private,"Indore,Madhya Pradesh + 14 more",38 years old,501-1k Employees (India)
Ramkrishna Care ...,4.3,(70 Reviews),Raipur + 6 more,31 years old,501-1k Employees (India),
Cico Technologie...,4.1,(70 Reviews),Private,New Delhi + 17 more,93 years old,201-500 Employees (India)
Agriculture Insu...,4.0,(70 Reviews),Government,"Delhi,NCT + 30 more",21 years old,201-500 Employees (India)
PICL,3.8,(70 Reviews),Faridabad + 2 more,29 years old,51-200 Employees (India),
Tv18 Broadcast,4.3,(70 Reviews),Public,Mumbai + 16 more,27 years old,1k-5k Employees (India)
Century Real Est...,4.2,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",50 years old,201-500 Employees (India)
